CPR_OTHERSEVICETYPE,CPR_SEATNUMBER1,CPR_SEATCHAR1,CPR_SEATCHAR2,ID_LEGLEVEL_LEGROUTING,ID_PREFLIGHT_SEATINFO,CPR_SEATNUMBER2,DWH_SNAPSHOTTIMESTAMP
ASN,021E,,N,156351832,166178118,,29MAY2022:08:19:24.323
ASN,015A,,N,156351833,166178119,,29MAY2022:08:19:24.353
ASN,009D,,N,156351834,166178120,,29MAY2022:08:19:24.370
PRE,019D,,,156351837,166178121,,29MAY2022:08:19:24.417
ASN,019D,,N,156351837,166178122,,29MAY2022:08:19:24.417
ASN,009E,,N,156351838,166178123,,29MAY2022:08:19:24.430
ASN,015B,,N,156351841,166178124,,29MAY2022:08:19:24.493
ASN,010D,,N,156351842,166178125,,29MAY2022:08:19:24.510
ASN,015C,,N,156351845,166178126,,29MAY2022:08:19:24.573
ASN,010E,,N,156351846,166178127,,29MAY2022:08:19:24.587
ASN,017F,,N,156351855,166178128,,29MAY2022:08:19:24.730
PRE,008A,,,156351856,166178129,,29MAY2022:08:19:24.763
ASN,008A,,N,156351856,166178130,,29MAY2022:08:19:24.763
ASN,027A,,N,156351859,166178131,,29MAY2022:08:19:24.810
ASN,020D,,N,156351863,166178132,,29MAY2022:08:19:24.907
PRE,010E,,,156351864,166178133,,29MAY2022:08:19:25.187
ASN,010E,,N,156351864,166178134,,29MAY2022:08:19:25.187
PRE,010B,,,156351865,166178135,,29MAY2022:08:19:25.203
ASN,010B,,N,156351865,166178136,,29MAY2022:08:19:25.203
PRE,010F,,,156351866,166178137,,29MAY2022:08:19:25.233
ASN,010F,,N,156351866,166178138,,29MAY2022:08:19:25.233
PRE,010A,,,156351867,166178139,,29MAY2022:08:19:25.250
ASN,010A,,N,156351867,166178140,,29MAY2022:08:19:25.250
PRE,011F,,,156351868,166178141,,29MAY2022:08:19:25.280
ASN,011F,,N,156351868,166178142,,29MAY2022:08:19:25.280
PRE,011A,,,156351869,166178143,,29MAY2022:08:19:25.310
ASN,011A,,N,156351869,166178144,,29MAY2022:08:19:25.310
PRE,011E,,,156351870,166178145,,29MAY2022:08:19:25.343
ASN,011E,,N,156351870,166178146,,29MAY2022:08:19:25.343
PRE,011B,,,156351871,166178147,,29MAY2022:08:19:25.360
ASN,011B,,N,156351871,166178148,,29MAY2022:08:19:25.360
PRE,011D,,,156351872,166178149,,29MAY2022:08:19:25.390
ASN,011D,,N,156351872,166178150,,29MAY2022:08:19:25.390
PRE,011C,,,156351873,166178151,,29MAY2022:08:19:25.420
ASN,011C,,N,156351873,166178152,,29MAY2022:08:19:25.420
PRE,023B,,,156351874,166178153,,29MAY2022:08:19:25.437
ASN,023B,,N,156351874,166178154,,29MAY2022:08:19:25.437
ASN,021B,,N,156351875,166178155,,29MAY2022:08:19:25.467
PRE,023A,,,156351876,166178156,,29MAY2022:08:19:25.483
ASN,023A,,N,156351876,166178157,,29MAY2022:08:19:25.483
ASN,021A,,N,156351877,166178158,,29MAY2022:08:19:25.513
PRE,026B,,,156351878,166178159,,29MAY2022:08:19:25.530
ASN,021D,,N,156351878,166178160,,29MAY2022:08:19:25.530
PRE,005F,,,156351879,166178161,,29MAY2022:08:19:25.560
ASN,005F,,N,156351879,166178162,,29MAY2022:08:19:25.560
ASN,016E,,N,156351880,166178163,,29MAY2022:08:21:49.117
ASN,016B,,N,156351881,166178164,,29MAY2022:08:21:49.150
ASN,017B,,N,156351882,166178165,,29MAY2022:08:21:49.163
ASN,016C,,N,156351883,166178166,,29MAY2022:08:21:49.197
ASN,017A,,N,156351884,166178167,,29MAY2022:08:21:49.210
PRE,006E,,,156351885,166178168,,29MAY2022:08:21:49.243
ASN,006E,,N,156351885,166178169,,29MAY2022:08:21:49.243
PRE,009B,,,156351886,166178170,,29MAY2022:08:21:49.260
ASN,009B,,,156351886,166178171,,29MAY2022:08:21:49.260
PRE,006B,,,156351887,166178172,,29MAY2022:08:21:49.290
ASN,006B,,N,156351887,166178173,,29MAY2022:08:21:49.290
PRE,009A,,,156351888,166178174,,29MAY2022:08:21:49.307
ASN,009A,,,156351888,166178175,,29MAY2022:08:21:49.307
PRE,006D,,,156351889,166178176,,29MAY2022:08:21:49.320
ASN,006D,,N,156351889,166178177,,29MAY2022:08:21:49.320
PRE,008C,,,156351890,166178178,,29MAY2022:08:21:49.353
ASN,008C,,,156351890,166178179,,29MAY2022:08:21:49.353
PRE,006C,,,156351891,166178180,,29MAY2022:08:21:49.383
ASN,006C,,N,156351891,166178181,,29MAY2022:08:21:49.383
PRE,008B,,,156351892,166178182,,29MAY2022:08:21:49.413
ASN,008B,,,156351892,166178183,,29MAY2022:08:21:49.413
PRE,011A,,,156351893,166178184,,29MAY2022:08:21:49.447
ASN,011A,,N,156351893,166178185,,29MAY2022:08:21:49.447
PRE,008A,,,156351894,166178186,,29MAY2022:08:21:49.460
ASN,008A,,,156351894,166178187,,29MAY2022:08:21:49.460
PRE,002F,,,156351897,166178188,,29MAY2022:08:21:49.510
ASN,002F,,N,156351897,166178189,,29MAY2022:08:21:49.510
PRE,003F,,,156351899,166178190,,29MAY2022:08:21:49.540
ASN,003F,,,156351899,166178191,,29MAY2022:08:21:49.540
ASN,019C,,N,156351900,166178192,,29MAY2022:08:21:49.570
ASN,016D,,N,156351901,166178193,,29MAY2022:08:21:49.603
PRE,003D,,,156351902,166178194,,29MAY2022:08:21:49.633
ASN,003D,,N,156351902,166178195,,29MAY2022:08:21:49.633
ASN,016F,,N,156351903,166178196,,29MAY2022:08:21:49.650
PRE,,N,,156351904,166178197,,29MAY2022:08:21:49.680
ASN,004D,,N,156351904,166178198,,29MAY2022:08:21:49.680
ASN,010D,,N,156351905,166178199,,29MAY2022:08:21:49.697
PRE,015F,,,156351906,166178200,,29MAY2022:08:21:49.727
ASN,015F,,N,156351906,166178201,,29MAY2022:08:21:49.727
PRE,010A,,,156351907,166178202,,29MAY2022:08:21:49.743
ASN,010A,,N,156351907,166178203,,29MAY2022:08:21:49.743
ASN,018E,,N,156351908,166178204,,29MAY2022:08:21:49.773
ASN,018D,,N,156351909,166178205,,29MAY2022:08:21:49.807
PRE,017D,,,156351911,166178206,,29MAY2022:08:21:49.853
ASN,017D,,N,156351911,166178207,,29MAY2022:08:21:49.853
PRE,016C,,,156351912,166178208,,29MAY2022:08:21:49.867
ASN,016C,,N,156351912,166178209,,29MAY2022:08:21:49.867
PRE,011C,,,156351913,166178210,,29MAY2022:08:21:49.900
ASN,011C,,,156351913,166178211,,29MAY2022:08:21:49.900
PRE,023G,,,156351914,166178212,,29MAY2022:08:21:49.913
ASN,023G,,,156351914,166178213,,29MAY2022:08:21:49.913
ASN,015F,,N,156351916,166178214,,29MAY2022:08:21:49.960
ASN,015D,,N,156351917,166178215,,29MAY2022:08:21:49.977
ASN,015E,,N,156351918,166178216,,29MAY2022:08:21:50.010
PRE,005A,,,156351919,166178217,,29MAY2022:08:21:50.040
ASN,005A,,N,156351919,166178218,,29MAY2022:08:21:50.040
PRE,005C,,,156351927,166178219,,29MAY2022:08:21:50.180
ASN,005C,,N,156351927,166178220,,29MAY2022:08:21:50.180
PRE,005C,,,156351928,166178221,,29MAY2022:08:21:50.213
PRE,005A,,,156351929,166178222,,29MAY2022:08:21:50.230
ASN,005A,,N,156351929,166178223,,29MAY2022:08:21:50.230
PRE,007F,,,156351930,166178224,,29MAY2022:08:21:50.260
ASN,007F,,N,156351930,166178225,,29MAY2022:08:21:50.260
PRE,007E,,,156351932,166178226,,29MAY2022:08:21:50.307
ASN,007E,,N,156351932,166178227,,29MAY2022:08:21:50.307
PRE,007A,,,156351934,166178228,,29MAY2022:08:21:50.353
ASN,007A,,N,156351934,166178229,,29MAY2022:08:21:50.353
PRE,007B,,,156351936,166178230,,29MAY2022:08:21:50.387
ASN,007B,,N,156351936,166178231,,29MAY2022:08:21:50.387
PRE,007D,,,156351938,166178232,,29MAY2022:08:21:50.450
ASN,007D,,N,156351938,166178233,,29MAY2022:08:21:50.450
PRE,017C,,,156351943,166178234,,29MAY2022:08:21:50.543
ASN,017C,,N,156351943,166178235,,29MAY2022:08:21:50.543
PRE,010F,,,156351944,166178236,,29MAY2022:08:21:50.557
ASN,010F,,N,156351944,166178237,,29MAY2022:08:21:50.557
PRE,010D,,,156351945,166178238,,29MAY2022:08:21:50.590
ASN,010D,,N,156351945,166178239,,29MAY2022:08:21:50.590
ASN,018E,,N,156351949,166178240,,29MAY2022:08:21:50.650
PRE,015C,,,156351953,166178241,,29MAY2022:08:21:50.730
ASN,015C,,N,156351953,166178242,,29MAY2022:08:21:50.730
PRE,005B,,,156351958,166178243,,29MAY2022:08:21:50.807
ASN,005B,,N,156351958,166178244,,29MAY2022:08:21:50.807
PRE,005B,,,156351959,166178245,,29MAY2022:08:21:50.840
PRE,005B,,,156351960,166178246,,29MAY2022:08:21:50.853
ASN,005B,,N,156351960,166178247,,29MAY2022:08:21:50.853
PRE,005A,,,156351965,166178248,,29MAY2022:08:21:50.933
ASN,005A,,N,156351965,166178249,,29MAY2022:08:21:50.933
PRE,005A,,,156351966,166178250,,29MAY2022:08:21:50.950
PRE,005C,,,156351967,166178251,,29MAY2022:08:21:50.980
ASN,005C,,N,156351967,166178252,,29MAY2022:08:21:50.980
ASN,019E,,N,156351968,166178253,,29MAY2022:08:21:51.027
PRE,019D,,,156351969,166178254,,29MAY2022:08:21:51.073
ASN,019D,,N,156351969,166178255,,29MAY2022:08:21:51.073
ASN,020A,,N,156351971,166178256,,29MAY2022:08:21:51.137
PRE,006F,,,156351972,166178257,,29MAY2022:08:21:51.150
ASN,006F,,N,156351972,166178258,,29MAY2022:08:21:51.150
ASN,003A,,N,156351973,166178259,,29MAY2022:08:21:51.187
PRE,001F,,,156351974,166178260,,29MAY2022:08:21:51.200
ASN,001F,,N,156351974,166178261,,29MAY2022:08:21:51.200
ASN,018C,,N,156351976,166178262,,29MAY2022:08:21:51.247
ASN,018B,,N,156351977,166178263,,29MAY2022:08:21:51.263
ASN,018A,,N,156351978,166178264,,29MAY2022:08:21:51.293
ASN,004D,,N,156351979,166178265,,29MAY2022:08:21:51.310
PRE,010B,,,156351980,166178266,,29MAY2022:08:21:51.340
ASN,010B,,N,156351980,166178267,,29MAY2022:08:21:51.340
ASN,004C,,N,156351981,166178268,,29MAY2022:08:21:51.357
PRE,010C,,,156351982,166178269,,29MAY2022:08:21:51.390
ASN,010C,,N,156351982,166178270,,29MAY2022:08:21:51.390
PRE,003F,,,156351983,166178271,,29MAY2022:08:21:51.403
ASN,003F,,N,156351983,166178272,,29MAY2022:08:21:51.403
PRE,025A,,,156351984,166178273,,29MAY2022:08:21:51.437
ASN,025A,,N,156351984,166178274,,29MAY2022:08:21:51.437
ASN,015A,,N,156351985,166178275,,29MAY2022:08:21:51.450
PRE,044E,,,156351987,166178276,,29MAY2022:08:21:51.530
ASN,044E,,,156351987,166178277,,29MAY2022:08:21:51.530
PRE,019E,,,156351994,166178278,,29MAY2022:08:21:51.687
ASN,019E,,,156351994,166178279,,29MAY2022:08:21:51.687
PRE,031K,,,156351997,166178280,,29MAY2022:08:21:51.733
ASN,031K,,,156351997,166178281,,29MAY2022:08:21:51.733
PRE,023A,,,156351998,166178282,,29MAY2022:08:21:51.747
ASN,023A,,N,156351998,166178283,,29MAY2022:08:21:51.747
ASN,009A,,N,156352006,166178284,,29MAY2022:08:21:51.890
PRE,006A,,,156352008,166178285,,29MAY2022:08:21:51.937
ASN,006A,,N,156352008,166178286,,29MAY2022:08:21:51.937
PRE,022F,,,156352013,166178287,,29MAY2022:08:21:52.093
ASN,022F,,N,156352013,166178288,,29MAY2022:08:21:52.093
PRE,022A,,,156352014,166178289,,29MAY2022:08:21:52.107
ASN,022A,,N,156352014,166178290,,29MAY2022:08:21:52.107
PRE,015F,,,156352015,166178291,,29MAY2022:08:21:52.140
ASN,015F,,,156352015,166178292,,29MAY2022:08:21:52.140
PRE,022C,,,156352016,166178293,,29MAY2022:08:21:52.157
ASN,022C,,N,156352016,166178294,,29MAY2022:08:21:52.157
PRE,015D,,,156352017,166178295,,29MAY2022:08:21:52.170
ASN,015D,,,156352017,166178296,,29MAY2022:08:21:52.170
PRE,022B,,,156352018,166178297,,29MAY2022:08:21:52.203
ASN,022B,,N,156352018,166178298,,29MAY2022:08:21:52.203
PRE,015E,,,156352019,166178299,,29MAY2022:08:21:52.233
ASN,015E,,,156352019,166178300,,29MAY2022:08:21:52.233
PRE,044D,,,156352020,166178301,,29MAY2022:08:21:52.267
ASN,044D,,,156352020,166178302,,29MAY2022:08:21:52.267
PRE,018E,,,156352027,166178303,,29MAY2022:08:21:52.360
ASN,018E,,,156352027,166178304,,29MAY2022:08:21:52.360
PRE,031H,,,156352030,166178305,,29MAY2022:08:21:52.420
ASN,031H,,,156352030,166178306,,29MAY2022:08:21:52.420
PRE,023B,,,156352031,166178307,,29MAY2022:08:21:52.437
ASN,023B,,N,156352031,166178308,,29MAY2022:08:21:52.437
PRE,007C,,,156352036,166178309,,29MAY2022:08:21:52.547
ASN,007C,,N,156352036,166178310,,29MAY2022:08:21:52.547
PRE,017G,,,156352037,166178311,,29MAY2022:08:21:52.580
ASN,017G,,N,156352037,166178312,,29MAY2022:08:21:52.580
PRE,008C,,,156352038,166178313,,29MAY2022:08:21:52.610
ASN,008C,,N,156352038,166178314,,29MAY2022:08:21:52.610
PRE,007C,,,156352039,166178315,,29MAY2022:08:21:52.623
ASN,007C,,,156352039,166178316,,29MAY2022:08:21:52.623
PRE,019D,,,156352040,166178317,,29MAY2022:08:21:52.640
ASN,019D,,,156352040,166178318,,29MAY2022:08:21:52.640
ASN,017C,,N,156352041,166178319,,29MAY2022:08:21:52.670
ASN,016A,,N,156352043,166178320,,29MAY2022:08:21:52.703
PRE,011D,,,156352044,166178321,,29MAY2022:08:21:52.733
ASN,011D,,N,156352044,166178322,,29MAY2022:08:21:52.733
PRE,011C,,,156352048,166178323,,29MAY2022:08:21:52.797
ASN,011C,,N,156352048,166178324,,29MAY2022:08:21:52.797
ASN,012B,EX,N,156352052,166178325,,29MAY2022:08:21:52.873
PRE,005F,,,156352055,166178326,,29MAY2022:08:21:52.937
ASN,005F,,N,156352055,166178327,,29MAY2022:08:21:52.937
PRE,005E,,,156352056,166178328,,29MAY2022:08:21:52.983
ASN,005E,,N,156352056,166178329,,29MAY2022:08:21:52.983
PRE,005D,,,156352057,166178330,,29MAY2022:08:21:53.017
ASN,005D,,N,156352057,166178331,,29MAY2022:08:21:53.017
ASN,004C,,N,156352059,166178332,,29MAY2022:08:21:53.080
PRE,004D,,,156352061,166178333,,29MAY2022:08:21:53.110
ASN,004D,,N,156352061,166178334,,29MAY2022:08:21:53.110
ASN,019A,,N,156352062,166178335,,29MAY2022:08:21:53.140
PRE,021B,,,156352063,166178336,,29MAY2022:08:21:53.157
ASN,021B,,N,156352063,166178337,,29MAY2022:08:21:53.157
PRE,023D,,,156352064,166178338,,29MAY2022:08:21:53.187
ASN,023D,,N,156352064,166178339,,29MAY2022:08:21:53.187
PRE,004A,,,156352065,166178340,,29MAY2022:08:21:53.220
ASN,004A,,N,156352065,166178341,,29MAY2022:08:21:53.220
PRE,002F,,,156352066,166178342,,29MAY2022:08:21:53.233
ASN,002F,,N,156352066,166178343,,29MAY2022:08:21:53.233
PRE,008C,,,156352067,166178344,,29MAY2022:08:21:53.250
ASN,008C,,N,156352067,166178345,,29MAY2022:08:21:53.250
ASN,008C,,N,156352068,166178346,,29MAY2022:08:21:53.280
PRE,004A,,,156352070,166178347,,29MAY2022:08:21:53.313
ASN,004A,,N,156352070,166178348,,29MAY2022:08:21:53.313
PRE,002C,,,156352071,166178349,,29MAY2022:08:21:53.343
ASN,002C,,N,156352071,166178350,,29MAY2022:08:21:53.343
ASN,009D,,N,156352072,166178351,,29MAY2022:08:21:53.373
ASN,008E,,N,156352074,166178352,,29MAY2022:08:21:53.407
ASN,008D,,N,156352076,166178353,,29MAY2022:08:21:53.437
ASN,009F,,N,156352078,166178354,,29MAY2022:08:21:53.483
ASN,009E,,N,156352080,166178355,,29MAY2022:08:21:53.547
ASN,014E,EX,N,156352089,166178356,,29MAY2022:08:21:53.703
ASN,019F,,N,156352091,166178357,,29MAY2022:08:21:53.733
ASN,017E,,N,156352092,166178358,,29MAY2022:08:21:53.767
ASN,017F,,N,156352093,166178359,,29MAY2022:08:21:53.797
PRE,020D,,,156352094,166178360,,29MAY2022:08:21:53.830
ASN,020D,,N,156352094,166178361,,29MAY2022:08:21:53.830
PRE,008F,,,156352095,166178362,,29MAY2022:08:21:53.843
ASN,008F,,N,156352095,166178363,,29MAY2022:08:21:53.843
ASN,021C,,N,156352096,166178364,,29MAY2022:08:21:53.873
PRE,008A,,,156352098,166178365,,29MAY2022:08:21:54.017
ASN,008A,,N,156352098,166178366,,29MAY2022:08:21:54.017
PRE,003A,,,156352099,166178367,,29MAY2022:08:21:54.063
ASN,003A,,N,156352099,166178368,,29MAY2022:08:21:54.063
ASN,015A,,N,156352100,166178369,,29MAY2022:08:21:54.093
ASN,009C,,N,156352101,166178370,,29MAY2022:08:21:54.110
PRE,021A,,,156352103,166178371,,29MAY2022:08:29:12.973
ASN,021A,,N,156352103,166178372,,29MAY2022:08:29:12.973
PRE,010A,,,156352104,166178373,,29MAY2022:08:29:13.020
ASN,010A,,N,156352104,166178374,,29MAY2022:08:29:13.020
PRE,010A,,,156352105,166178375,,29MAY2022:08:29:13.053
ASN,010A,,N,156352105,166178376,,29MAY2022:08:29:13.053
PRE,010A,,,156352108,166178377,,29MAY2022:08:29:13.130
ASN,010A,,,156352108,166178378,,29MAY2022:08:29:13.130
PRE,009B,,,156352109,166178379,,29MAY2022:08:29:13.163
ASN,009B,,,156352109,166178380,,29MAY2022:08:29:13.163
PRE,010C,,,156352110,166178381,,29MAY2022:08:29:13.193
ASN,010C,,N,156352110,166178382,,29MAY2022:08:29:13.193
PRE,010C,,,156352111,166178383,,29MAY2022:08:29:13.240
ASN,010C,,N,156352111,166178384,,29MAY2022:08:29:13.240
PRE,010C,,,156352114,166178385,,29MAY2022:08:29:13.410
ASN,010C,,,156352114,166178386,,29MAY2022:08:29:13.410
PRE,010C,,,156352115,166178387,,29MAY2022:08:29:13.537
ASN,010C,,,156352115,166178388,,29MAY2022:08:29:13.537
PRE,010B,,,156352116,166178389,,29MAY2022:08:29:13.583
ASN,010B,,N,156352116,166178390,,29MAY2022:08:29:13.583
PRE,010B,,,156352117,166178391,,29MAY2022:08:29:13.630
ASN,010B,,N,156352117,166178392,,29MAY2022:08:29:13.630
PRE,010B,,,156352120,166178393,,29MAY2022:08:29:13.707
ASN,010B,,,156352120,166178394,,29MAY2022:08:29:13.707
PRE,010B,,,156352121,166178395,,29MAY2022:08:29:13.740
ASN,010B,,,156352121,166178396,,29MAY2022:08:29:13.740
PRE,010D,,,156352122,166178397,,29MAY2022:08:29:13.770
ASN,010D,,N,156352122,166178398,,29MAY2022:08:29:13.770
PRE,010D,,,156352123,166178399,,29MAY2022:08:29:13.817
ASN,010D,,N,156352123,166178400,,29MAY2022:08:29:13.817
PRE,010D,,,156352126,166178401,,29MAY2022:08:29:13.880
ASN,010D,,,156352126,166178402,,29MAY2022:08:29:13.880
PRE,010A,,,156352127,166178403,,29MAY2022:08:29:13.910
ASN,010A,,,156352127,166178404,,29MAY2022:08:29:13.910
PRE,009A,,,156352130,166178405,,29MAY2022:08:29:14.003
ASN,009A,,N,156352130,166178406,,29MAY2022:08:29:14.003
PRE,010F,,,156352131,166178407,,29MAY2022:08:29:14.037
ASN,010F,,,156352131,166178408,,29MAY2022:08:29:14.037
ASN,028E,,N,156352133,166178409,,29MAY2022:08:29:14.083
ASN,028F,,N,156352134,166178410,,29MAY2022:08:29:14.130
PRE,018B,,,156352135,166178411,,29MAY2022:08:29:14.177
ASN,018B,,N,156352135,166178412,,29MAY2022:08:29:14.177
ASN,021D,,N,156352136,166178413,,29MAY2022:08:29:14.223
ASN,018C,,N,156352137,166178414,,29MAY2022:08:29:14.253
ASN,025E,,N,156352138,166178415,,29MAY2022:08:29:14.287
PRE,010E,,,156352142,166178416,,29MAY2022:08:29:14.397
ASN,010E,,N,156352142,166178417,,29MAY2022:08:29:14.397
PRE,010E,,,156352143,166178418,,29MAY2022:08:29:14.427
ASN,010E,,N,156352143,166178419,,29MAY2022:08:29:14.427
PRE,010E,,,156352146,166178420,,29MAY2022:08:29:14.507
ASN,010E,,,156352146,166178421,,29MAY2022:08:29:14.507
PRE,009A,,,156352147,166178422,,29MAY2022:08:29:14.520
ASN,009A,,,156352147,166178423,,29MAY2022:08:29:14.520
PRE,005D,,,156352148,166178424,,29MAY2022:08:29:14.567
ASN,005D,,N,156352148,166178425,,29MAY2022:08:29:14.567
ASN,005B,,N,156352149,166178426,,29MAY2022:08:29:14.630
ASN,017A,,N,156352150,166178427,,29MAY2022:08:29:14.677
ASN,017B,,N,156352151,166178428,,29MAY2022:08:29:14.710
PRE,005A,,,156352152,166178429,,29MAY2022:08:29:14.740
ASN,005A,,N,156352152,166178430,,29MAY2022:08:29:14.740
PRE,008A,,,156352153,166178431,,29MAY2022:08:29:14.770
ASN,008A,,,156352153,166178432,,29MAY2022:08:29:14.770
PRE,014D,,,156352154,166178433,,29MAY2022:08:29:14.817
ASN,014D,,N,156352154,166178434,,29MAY2022:08:29:14.817
ASN,020F,,N,156352155,166178435,,29MAY2022:08:29:14.863
PRE,012A,,,156352156,166178436,,29MAY2022:08:29:14.897
ASN,012A,,N,156352156,166178437,,29MAY2022:08:29:14.897
ASN,020D,,N,156352157,166178438,,29MAY2022:08:29:14.960
PRE,014A,,,156352158,166178439,,29MAY2022:08:29:15.007
ASN,014A,,N,156352158,166178440,,29MAY2022:08:29:15.007
ASN,019F,,N,156352159,166178441,,29MAY2022:08:29:15.053
PRE,014C,,,156352160,166178442,,29MAY2022:08:29:15.083
ASN,014C,,N,156352160,166178443,,29MAY2022:08:29:15.083
ASN,019E,,N,156352161,166178444,,29MAY2022:08:29:15.130
PRE,001D,,,156352162,166178445,,29MAY2022:08:29:15.177
ASN,001D,,N,156352162,166178446,,29MAY2022:08:29:15.177
PRE,006C,,,156352163,166178447,,29MAY2022:08:29:15.223
ASN,006C,,N,156352163,166178448,,29MAY2022:08:29:15.223
PRE,010F,,,156352164,166178449,,29MAY2022:08:29:15.270
ASN,010F,,N,156352164,166178450,,29MAY2022:08:29:15.270
ASN,020C,,N,156352165,166178451,,29MAY2022:08:29:15.303
PRE,022F,,,156352166,166178452,,29MAY2022:08:29:15.350
ASN,022F,,N,156352166,166178453,,29MAY2022:08:29:15.350
ASN,028B,,N,156352167,166178454,,29MAY2022:08:29:15.397
ASN,022E,,N,156352168,166178455,,29MAY2022:08:29:15.427
PRE,008F,,,156352171,166178456,,29MAY2022:08:29:15.520
ASN,008F,,N,156352171,166178457,,29MAY2022:08:29:15.520
PRE,008F,,,156352172,166178458,,29MAY2022:08:29:15.537
ASN,008F,,,156352172,166178459,,29MAY2022:08:29:15.537
PRE,008D,,,156352173,166178460,,29MAY2022:08:29:15.583
ASN,008D,,N,156352173,166178461,,29MAY2022:08:29:15.583
PRE,008E,,,156352174,166178462,,29MAY2022:08:29:15.613
ASN,008E,,,156352174,166178463,,29MAY2022:08:29:15.613
PRE,008E,,,156352175,166178464,,29MAY2022:08:29:15.660
ASN,008E,,N,156352175,166178465,,29MAY2022:08:29:15.660
PRE,008D,,,156352176,166178466,,29MAY2022:08:29:15.693
ASN,008D,,,156352176,166178467,,29MAY2022:08:29:15.693
PRE,024B,,,156352177,166178468,,29MAY2022:08:29:15.723
ASN,024B,,N,156352177,166178469,,29MAY2022:08:29:15.723
PRE,014F,,,156352178,166178470,,29MAY2022:08:29:15.770
ASN,014F,,N,156352178,166178471,,29MAY2022:08:29:15.770
ASN,020E,,N,156352179,166178472,,29MAY2022:08:29:15.803
PRE,001C,,,156352180,166178473,,29MAY2022:08:29:15.850
ASN,001C,,N,156352180,166178474,,29MAY2022:08:29:15.850
PRE,001A,,,156352181,166178475,,29MAY2022:08:29:15.880
ASN,001A,,N,156352181,166178476,,29MAY2022:08:29:15.880
PRE,024C,,,156352182,166178477,,29MAY2022:08:29:15.927
ASN,024C,,N,156352182,166178478,,29MAY2022:08:29:15.927
PRE,027D,,,156352183,166178479,,29MAY2022:08:29:15.960
ASN,027D,,N,156352183,166178480,,29MAY2022:08:29:15.960
PRE,029A,,,156352184,166178481,,29MAY2022:08:29:16.020
ASN,029A,,N,156352184,166178482,,29MAY2022:08:29:16.020
PRE,025F,,,156352185,166178483,,29MAY2022:08:29:16.070
ASN,025F,,N,156352185,166178484,,29MAY2022:08:29:16.070
PRE,007F,,,156352186,166178485,,29MAY2022:08:29:16.100
ASN,007F,,N,156352186,166178486,,29MAY2022:08:29:16.100
ASN,025D,,N,156352188,166178487,,29MAY2022:08:29:16.177
ASN,001F,EX,N,156352189,166178488,,29MAY2022:08:29:16.223
ASN,016C,,N,156352190,166178489,,29MAY2022:08:29:16.257
PRE,017F,,,156352191,166178490,,29MAY2022:08:29:16.287
ASN,017F,,N,156352191,166178491,,29MAY2022:08:29:16.287
PRE,029B,,,156352193,166178492,,29MAY2022:08:29:16.367
ASN,029B,,N,156352193,166178493,,29MAY2022:08:29:16.367
ASN,019F,,N,156352195,166178494,,29MAY2022:08:29:16.410
PRE,007F,,,156352196,166178495,,29MAY2022:08:29:16.440
ASN,007F,,,156352196,166178496,,29MAY2022:08:29:16.440
PRE,007F,,,156352197,166178497,,29MAY2022:08:29:16.457
ASN,007F,,,156352197,166178498,,29MAY2022:08:29:16.457
PRE,003A,,,156352198,166178499,,29MAY2022:08:29:16.520
ASN,003A,,N,156352198,166178500,,29MAY2022:08:29:16.520
PRE,008C,,,156352199,166178501,,29MAY2022:08:29:16.567
ASN,008C,,N,156352199,166178502,,29MAY2022:08:29:16.567
