CPR_ORIGIN,CPR_DESTINATION,ID_LEGLEVEL_LEGROUTING,CPR_IDENTITERMINAL,CPR_LOCIDENTERMINAL,CPR_TRANSSTAGEQUALIFIER,CPR_AIRLINEDESIGNATOR,CPR_FLIGHTNUMBER,CPR_OPERSUFFIX,CPR_UNIQUEREFERENCE,CPR_ATTRIBUTETYPE,CPR_ATTRIDESCRIPTION,CPR_CLASSDESIGNATOR,CPR_TYPE1,CPR_TYPE2,CPR_VALUE1,CPR_VALUE2,CPR_TEXTSUBQUALIFIER,CPR_CODEDLANGUAGE,CPR_CODEDSOURCE,CPR_ENCODING,CPR_TEXTFREETEXT,CPR_ACTIONREQCODE,CPR_TEXTSEMANTIC,CPR_TEXTLANGUAGE,CPR_TEXTSOURCE,CPR_TEXTENCODING,CPR_FREETEXT,CPR_CLSOFSERVICE,ID_PRODUCTLEVEL,CPR_COACHNUMBER,CPR_TEXTSUBQUALIFIER1,CPR_INFORMATIONTYPE1,CPR_CODEDLANGUAGE1,CPR_CODEDSOURCE1,CPR_ENCODING1,CPR_FREETEXT1,CPR_CODEDINDICATOR,CPR_CODEDACTION,CPR_CODEDSTATUSREASON,CPR_SEATNUMBER,DWH_SNAPSHOTTIMESTAMP
LBU,KUL,156347758,,,,,,,,,,,,,,,,,,,,,,,,,,,155682539,,,,,,,,PPD,0,,,29MAY2022:07:14:16.347
KUL,JHB,156347759,,,,,,,,,,,,,,,,,,,,,,,,,,,155682540,,,,,,,,PPD,0,,,29MAY2022:07:14:16.363
JHB,KUL,156347760,,,,,,,,,,,,,,,,,,,,,,,,,,,155682541,,,,,,,,PPD,0,,,29MAY2022:07:14:16.393
KUL,LBU,156347761,,,,,,,,,,,,,,,,,,,,,,,,,,,155682542,,,,,,,,PPD,0,,,29MAY2022:07:14:16.427
LBU,KUL,156347762,,M,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155682543,,,,,,,,PPD,0,,,29MAY2022:07:14:16.457
KUL,JHB,156347763,M,,,,,,,,,,,,,,,,,,,,,,,,,,155682544,,,,,,,,PPD,0,,,29MAY2022:07:14:16.473
LBU,KUL,156347764,,M,,,,,,,,,4,,LBU-120,,,,,,,,,,,,,,155682545,,,,,,,,PPD,0,,,29MAY2022:07:14:16.520
KUL,JHB,156347765,M,,,,,,,,,,,,,,,,,,,,,,,,,,155682546,,,,,,,,PPD,0,,,29MAY2022:07:14:16.550
JHB,KUL,156347766,,,,,,,,,,,,,,,,,,,,,,,,,,,155682547,,,,,,,,PPD,0,,,29MAY2022:07:14:16.567
KUL,LBU,156347767,,,,,,,,,,,,,,,,,,,,,,,,,,,155682548,,,,,,,,PPD,0,,,29MAY2022:07:14:16.600
JHB,KUL,156347768,,,,,,,,,,,,,,,,,,,,,,,,,,,155682549,,,,,,,,PPD,0,,,29MAY2022:07:14:16.630
KUL,LBU,156347769,,,,,,,,,,,,,,,,,,,,,,,,,,,155682550,,,,,,,,PPD,0,,,29MAY2022:07:14:16.660
LBU,KUL,156347770,,,,,,,,,,,,,,,,,,,,,,,,,,,155682551,,,,,,,,PPD,0,,,29MAY2022:07:14:16.693
KUL,JHB,156347771,,,,,,,,,,,,,,,,,,,,,,,,,,,155682552,,,,,,,,PPD,0,,,29MAY2022:07:14:16.723
JHB,KUL,156347772,,,,,,,,,,,,,,,,,,,,,,,,,,,155682553,,,,,,,,PPD,0,,,29MAY2022:07:14:16.740
KUL,LBU,156347773,,,,,,,,,,,,,,,,,,,,,,,,,,,155682554,,,,,,,,PPD,0,,,29MAY2022:07:14:16.770
JHB,KUL,156347774,,,,,,,,,,,,,,,,,,,,,,,,,,,155682555,,,,,,,,PPD,0,,,29MAY2022:07:14:16.800
LBU,KUL,156347775,,M,,,,,,,,,4,,LBU-032,,,,,,,,,,,,,,155682556,,,,,,,,PPD,0,,,29MAY2022:07:14:16.850
KUL,LBU,156347776,,,,,,,,,,,,,,,,,,,,,,,,,,,155682557,,,,,,,,PPD,0,,,29MAY2022:07:14:16.880
LBU,KUL,156347777,,M,,,,,,,,,4,,LBU-117,,,,,,,,,,,,,,155682558,,,,,,,,PPD,0,,,29MAY2022:07:14:17.067
KUL,LBU,156347778,,,,,,,,,,,,,,,,,,,,,,,,,,,155682559,,,,,,,,PPD,0,,,29MAY2022:07:14:17.100
LBU,KUL,156347779,,M,,,,,,,,,4,,LBU-118,,,,,,,,,,,,,,155682560,,,,,,,,PPD,0,,,29MAY2022:07:14:17.130
KUL,LBU,156347780,,,,,,,,,,,,,,,,,,,,,,,,,,,155682561,,,,,,,,PPD,0,,,29MAY2022:07:14:17.160
LBU,KUL,156347781,,M,,,,,,,,,4,,LBU-116,,,,,,,,,,,,,,155682562,,,,,,,,PPD,0,,,29MAY2022:07:14:19.270
KUL,LBU,156347782,,,,,,,,,,,,,,,,,,,,,,,,,,,155682563,,,,,,,,PPD,0,,,29MAY2022:07:14:19.303
LBU,KUL,156347783,,M,,,,,,,,,4,,LBU-021,,,,,,,,,,,,,,155682564,,,,,,,,PPD,0,,,29MAY2022:07:14:19.350
LBU,KUL,156347784,,M,,,,,,,,,4,,LBU-127,,3,,M,1,,,,,,,ok,,155682565,,,,,,,,PPD,0,,,29MAY2022:07:14:19.380
LBU,KUL,156347785,,M,,,,,,,,,4,,LBU-126,,3,,M,1,,,,,,,ok,,155682566,,,,,,,,PPD,0,,,29MAY2022:07:14:19.427
LBU,KUL,156347786,,M,,,,,,,,,4,,LBU-132,,3,,M,1,,,,,,,hk1,,155682567,,,,,,,,PPD,0,,,29MAY2022:07:14:19.473
LBU,KUL,156347787,,M,,,,,,,,,4,,LBU-053,,,,,,,,,,,,,,155682568,,,,,,,,PPD,0,,,29MAY2022:07:14:19.537
KUL,LBU,156347788,M,,,,,,,,,,,,,,,,,,,,,,,,,,155682569,,,,,,,,PPD,0,,,29MAY2022:07:14:19.553
LBU,KUL,156347789,,M,,,,,,,,,,,,,,,,,,,,,,,,,155682570,,,,,,,,PPD,0,,,29MAY2022:07:14:19.583
KUL,BKI,156347790,M,1,,,,,,,,,,,,,,,,,,,,,,,,,155682571,,,,,,,,PPD,0,,,29MAY2022:07:14:19.617
LBU,KUL,156347791,,M,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155682572,,,,,,,,PPD,0,,,29MAY2022:07:14:19.647
KUL,BKI,156347792,M,1,,,,,,,,,,,,,,,,,,,,,,,,,155682573,,,,,,,,PPD,0,,,29MAY2022:07:14:19.677
LBU,KUL,156347793,,M,,,,,,,,,4,,LBU-124,,,,,,,,,,,,,,155682574,,,,,,,,PPD,0,,,29MAY2022:07:14:19.723
LBU,KUL,156347794,,M,,,,,,,,,4,,LBU-099,,3,,M,1,,,,,,,ok,,155682575,,,,,,,,PPD,0,,,29MAY2022:07:14:19.757
KUL,LBU,156347795,,,,,,,,,,,,,,,,,,,,,,,,,,,155682576,,,,,,,,PPD,0,,,29MAY2022:07:14:19.787
LBU,KUL,156347796,,M,,,,,,,,,4,,LBU-091,,3,,M,1,,,,,,,ok,,155682577,,,,,,,,PPD,0,,,29MAY2022:07:14:19.833
KUL,KBR,156347797,M,,,,,,,,,,4,,KUL-058,,3,,M,1,,,,,,,ok,,155682578,,,,,,,,PPD,0,,,29MAY2022:07:14:19.867
LBU,KUL,156347798,,M,,,,,,,,,4,,LBU-103,,,,,,,,,,,,,,155682579,,,,,,,,PPD,0,,,29MAY2022:07:14:19.897
KUL,LBU,156347799,,,,,,,,,,,,,,,,,,,,,,,,,,,155682580,,,,,,,,PPD,0,,,29MAY2022:07:14:19.927
LBU,KUL,156347800,,M,,,,,,,,,4,,LBU-104,,,,,,,,,,,,,,155682581,,,,,,,,PPD,0,,,29MAY2022:07:14:19.973
KUL,LBU,156347801,,,,,,,,,,,,,,,,,,,,,,,,,,,155682582,,,,,,,,PPD,0,,,29MAY2022:07:14:20.007
LBU,KUL,156347802,,M,,,,,,,,,4,,LBU-080,,,,,,,,,,,,,,155682583,,,,,,,,PPD,0,,,29MAY2022:07:14:20.130
KUL,LBU,156347803,,,,,,,,,,,,,,,,,,,,,,,,,,,155682584,,,,,,,,PPD,0,,,29MAY2022:07:14:20.257
LBU,KUL,156347804,,M,,,,,,,,,4,,LBU-157,,,,,,,,,,,,,,155682585,,,,,,,,PPD,0,,,29MAY2022:07:14:20.553
LBU,KUL,156347805,,M,,,,,,,,,4,,LBU-160,,,,,,,,,,,,,,155682586,,,,,,,,PPD,0,,,29MAY2022:07:14:20.740
LBU,KUL,156347806,,M,,,,,,,,,4,,LBU-122,,,,,,,,,,,,,,155682587,,,,,,,,PPD,0,,,29MAY2022:07:21:46.630
LBU,KUL,156347807,,M,,,,,,,,,4,,LBU-123,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682588,,,,,,,,PPD,0,,,29MAY2022:07:21:46.647
KUL,LBU,156347808,,,,,,,,,,,,,,,,,,,,,,,,,,,155682589,,,,,,,,PPD,0,,,29MAY2022:07:21:46.663
LBU,KUL,156347809,,M,,,,,,,,,4,,LBU-160,,,,,,,,,,,,,,155682590,,,,,,,,PPD,0,,,29MAY2022:07:21:46.693
LBU,KUL,156347810,,M,,,,,,,,,4,,LBU-098,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682591,,,,,,,,PPD,0,,,29MAY2022:07:21:46.723
LBU,KUL,156347811,,M,,,,,,,,,,,,,,,,,,,,,,,,,155682592,,,,,,,,PPD,0,,,29MAY2022:07:21:46.740
KUL,LBU,156347812,,,,,,,,,,,4,,KUL-005,,,,,,,,,,,,,,155682593,,,,,,,,PPD,0,,,29MAY2022:07:21:46.770
LBU,KUL,156347813,,M,,,,,,,,,4,,LBU-016,,,,,,,,,,,,,,155682594,,,,,,,,PPD,0,,,29MAY2022:07:21:46.803
LBU,KUL,156347814,,M,,,,,,,,,4,,LBU-104,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682595,,,,,,,,PPD,0,,,29MAY2022:07:21:46.820
LBU,KUL,156347815,,M,,,,,,,,,4,,LBU-098,,,,,,,,,,,,,,155682596,,,,,,,,PPD,0,,,29MAY2022:07:21:46.867
LBU,KUL,156347816,,M,,,,,,,,,4,,LBU-105,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682597,,,,,,,,PPD,0,,,29MAY2022:07:21:46.970
LBU,KUL,156347817,,M,,,,,,,,,4,,LBU-134,,,,,,,,,,,,,,155682598,,,,,,,,PPD,0,,,29MAY2022:07:21:47.020
LBU,KUL,156347818,,M,,,,,,,,,4,,LBU-106,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682599,,,,,,,,PPD,0,,,29MAY2022:07:21:47.127
LBU,KUL,156347819,,M,,,,,,,,,4,,LBU-009,,,,,,,,,,,,,,155682600,,,,,,,,PPD,0,,,29MAY2022:07:21:47.173
LBU,KUL,156347820,,M,,,,,,,,,4,,LBU-099,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682601,,,,,,,,PPD,0,,,29MAY2022:07:21:47.190
KUL,LBU,156347821,,,,,,,,,,,,,,,,,,,,,,,,,,,155682602,,,,,,,,PPD,0,,,29MAY2022:07:21:47.207
LBU,KUL,156347822,,M,,,,,,,,,4,,LBU-090,,,,,,,,,,,,,,155682603,,,,,,,,PPD,0,,,29MAY2022:07:21:47.520
LBU,KUL,156347823,,M,,,,,,,,,4,,LBU-100,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682604,,,,,,,,PPD,0,,,29MAY2022:07:21:47.550
KUL,LBU,156347824,,,,,,,,,,,,,,,,,,,,,,,,,,,155682605,,,,,,,,PPD,0,,,29MAY2022:07:21:47.567
LBU,KUL,156347825,,M,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155682606,,,,,,,,PPD,0,,,29MAY2022:07:21:47.597
LBU,KUL,156347826,,M,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155682607,,,,,,,,PPD,0,,,29MAY2022:07:21:47.610
LBU,KUL,156347827,,M,,,,,,,,,4,,LBU-127,,,,,,,,,,,,,,155682608,,,,,,,,PPD,0,,,29MAY2022:07:21:47.643
LBU,KUL,156347828,,M,,,,,,,,,4,,LBU-120,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682609,,,,,,,,PPD,0,,,29MAY2022:07:21:47.673
KUL,LBU,156347829,,,,,,,,,,,,,,,,,,,,,,,,,,,155682610,,,,,,,,PPD,0,,,29MAY2022:07:21:47.690
LBU,KUL,156347830,,M,,,,,,,,,4,,LBU-128,,,,,,,,,,,,,,155682611,,,,,,,,PPD,0,,,29MAY2022:07:21:47.737
LBU,KUL,156347831,,M,,,,,,,,,4,,LBU-121,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682612,,,,,,,,PPD,0,,,29MAY2022:07:21:47.767
KUL,LBU,156347832,,,,,,,,,,,,,,,,,,,,,,,,,,,155682613,,,,,,,,PPD,0,,,29MAY2022:07:21:47.783
LBU,KUL,156347833,,M,,,,,,,,,4,,LBU-121,,,,,,,,,,,,,,155682614,,,,,,,,PPD,0,,,29MAY2022:07:21:47.830
LBU,KUL,156347834,,M,,,,,,,,,4,,LBU-122,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682615,,,,,,,,PPD,0,,,29MAY2022:07:21:47.847
KUL,LBU,156347835,,,,,,,,,,,,,,,,,,,,,,,,,,,155682616,,,,,,,,PPD,0,,,29MAY2022:07:21:47.860
LBU,KUL,156347836,,M,,,,,,,,,4,,LBU-159,,,,,,,,,,,,,,155682617,,,,,,,,PPD,0,,,29MAY2022:07:21:47.893
LBU,KUL,156347837,,M,,,,,,,,,4,,LBU-097,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682618,,,,,,,,PPD,0,,,29MAY2022:07:21:47.923
LBU,KUL,156347838,,M,,,,,,,,,,,,,,,,,,,,,,,,,155682619,,,,,,,,PPD,0,,,29MAY2022:07:21:47.940
LBU,KUL,156347839,,M,,,,,,,,,4,,LBU-005,,,,,,,,,,,,,,155682620,,,,,,,,PPD,0,,,29MAY2022:07:21:48.157
LBU,KUL,156347840,,M,,,,,,,,,4,,LBU-107,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682621,,,,,,,,PPD,0,,,29MAY2022:07:21:48.190
LBU,KUL,156347841,,M,,,,,,,,,4,,LBU-026,,,,,,,,,,,,,,155682622,,,,,,,,PPD,0,,,29MAY2022:07:21:48.330
LBU,KUL,156347842,,M,,,,,,,,,4,,LBU-108,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682623,,,,,,,,PPD,0,,,29MAY2022:07:21:48.360
KUL,LBU,156347843,,,,,,,,,,,4,,KUL-117,,,,,,,,,,,,,,155682624,,,,,,,,PPD,0,,,29MAY2022:07:21:48.393
LBU,KUL,156347844,,M,,,,,,,,,4,,LBU-101,,,,,,,,,,,,,,155682625,,,,,,,,PPD,0,,,29MAY2022:07:21:48.423
LBU,KUL,156347845,,M,,,,,,,,,4,,LBU-127,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682626,,,,,,,,PPD,0,,,29MAY2022:07:21:48.440
KUL,LBU,156347846,,,,,,,,,,,4,,KUL-027,,,,,,,,,,,,,,155682627,,,,,,,,PPD,0,,,29MAY2022:07:21:48.470
LBU,KUL,156347847,,M,,,,,,,,,4,,LBU-047,,,,,,,,,,,,,,155682628,,,,,,,,PPD,0,,,29MAY2022:07:21:48.500
LBU,KUL,156347848,,M,,,,,,,,,4,,LBU-128,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682629,,,,,,,,PPD,0,,,29MAY2022:07:21:48.517
KUL,LBU,156347849,,,,,,,,,,,4,,KUL-134,,,,,,,,,,,,,,155682630,,,,,,,,PPD,0,,,29MAY2022:07:21:48.550
LBU,KUL,156347850,,M,,,,,,,,,4,,LBU-100,,,,,,,,,,,,,,155682631,,,,,,,,PPD,0,,,29MAY2022:07:21:48.580
LBU,KUL,156347851,,M,,,,,,,,,4,,LBU-129,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682632,,,,,,,,PPD,0,,,29MAY2022:07:21:48.597
LBU,KUL,156347852,,M,,,,,,,,,4,,LBU-154,,,,,,,,,,,,,,155682633,,,,,,,,PPD,0,,,29MAY2022:07:21:48.627
LBU,KUL,156347853,,M,,,,,,,,,4,,LBU-109,,3,,M,1,,,,,,,Customer Request,,155682634,,,,,,,,PPD,0,,,29MAY2022:07:21:48.657
LBU,KUL,156347854,,M,,,,,,,,,4,,LBU-115,,,,,,,,,,,,,,155682635,,,,,,,,PPD,0,,,29MAY2022:07:21:48.690
LBU,KUL,156347855,,M,,,,,,,,,4,,LBU-110,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682636,,,,,,,,PPD,0,,,29MAY2022:07:21:48.720
KUL,LBU,156347856,,,,,,,,,,,,,,,,,,,,,,,,,,,155682637,,,,,,,,PPD,0,,,29MAY2022:07:21:48.737
KUL,LBU,156347857,,,,,,,,,,,4,,KUL-055,,,,,,,,,,,,,,155682638,,,,,,,,PPD,0,,,29MAY2022:07:21:48.753
LBU,KUL,156347858,,M,,,,,,,,,,,,,,,,,,,,,,,,,155682639,,,,,,,,PPD,0,,,29MAY2022:07:21:48.770
LBU,KUL,156347859,,M,,,,,,,,,4,,LBU-011,,,,,,,,,,,,,,155682640,,,,,,,,PPD,0,,,29MAY2022:07:21:48.800
LBU,KUL,156347860,,M,,,,,,,,,4,,LBU-111,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682641,,,,,,,,PPD,0,,,29MAY2022:07:21:48.830
LBU,KUL,156347861,,M,,,,,,,,,,,,,,,,,,,,,,,,,155682642,,,,,,,,PPD,0,,,29MAY2022:07:21:48.847
KUL,LBU,156347862,M,,,,,,,,,,4,,KUL-003,,,,,,,,,,,,,,155682643,,,,,,,,PPD,0,,,29MAY2022:07:21:48.877
LBU,KUL,156347863,,M,,,,,,,,,4,,LBU-012,,,,,,,,,,,,,,155682644,,,,,,,,PPD,0,,,29MAY2022:07:21:48.910
LBU,KUL,156347864,,M,,,,,,,,,4,,LBU-112,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682645,,,,,,,,PPD,0,,,29MAY2022:07:21:48.923
LBU,KUL,156347865,,M,,,,,,,,,4,,LBU-087,,3,,M,1,,,,,,,okay,,155682646,,,,,,,,PPD,0,,,29MAY2022:07:21:48.970
LBU,KUL,156347866,,M,,,,,,,,J,4,,LBU-070,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682647,,,,,,,,PPD,0,,,29MAY2022:07:21:48.987
LBU,KUL,156347867,,M,,,,,,,,,4,,LBU-037,,,,,,,,,,,,,,155682648,,,,,,,,PPD,0,,,29MAY2022:07:21:49.020
LBU,KUL,156347868,,M,,,,,,,,,4,,LBU-087,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682649,,,,,,,,PPD,0,,,29MAY2022:07:21:49.050
KUL,LBU,156347869,,,,,,,,,,,,,,,,,,,,,,,,,,,155682650,,,,,,,,PPD,0,,,29MAY2022:07:21:49.067
LBU,KUL,156347870,,M,,,,,,,,,4,,LBU-038,,,,,,,,,,,,,,155682651,,,,,,,,PPD,0,,,29MAY2022:07:21:49.113
LBU,KUL,156347871,,M,,,,,,,,,4,,LBU-088,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682652,,,,,,,,PPD,0,,,29MAY2022:07:21:49.143
KUL,LBU,156347872,,,,,,,,,,,,,,,,,,,,,,,,,,,155682653,,,,,,,,PPD,0,,,29MAY2022:07:21:49.173
LBU,KUL,156347873,,M,,,,,,,,,4,,LBU-039,,,,,,,,,,,,,,155682654,,,,,,,,PPD,0,,,29MAY2022:07:21:49.207
LBU,KUL,156347874,,M,,,,,,,,,4,,LBU-089,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682655,,,,,,,,PPD,0,,,29MAY2022:07:21:49.237
KUL,LBU,156347875,,,,,,,,,,,,,,,,,,,,,,,,,,,155682656,,,,,,,,PPD,0,,,29MAY2022:07:21:49.253
LBU,KUL,156347876,,M,,,,,,,,,4,,LBU-042,,,,,,,,,,,,,,155682657,,,,,,,,PPD,0,,,29MAY2022:07:21:49.283
LBU,KUL,156347877,,M,,,,,,,,,4,,LBU-090,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682658,,,,,,,,PPD,0,,,29MAY2022:07:21:49.300
KUL,LBU,156347878,,,,,,,,,,,,,,,,,,,,,,,,,,,155682659,,,,,,,,PPD,0,,,29MAY2022:07:21:49.317
LBU,KUL,156347879,,M,,,,,,,,,4,,LBU-043,,,,,,,,,,,,,,155682660,,,,,,,,PPD,0,,,29MAY2022:07:21:49.423
LBU,KUL,156347880,,M,,,,,,,,,4,,LBU-091,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682661,,,,,,,,PPD,0,,,29MAY2022:07:21:49.457
KUL,LBU,156347881,,,,,,,,,,,,,,,,,,,,,,,,,,,155682662,,,,,,,,PPD,0,,,29MAY2022:07:21:49.470
LBU,KUL,156347882,,M,,,,,,,,,4,,LBU-044,,,,,,,,,,,,,,155682663,,,,,,,,PPD,0,,,29MAY2022:07:21:49.503
LBU,KUL,156347883,,M,,,,,,,,,4,,LBU-092,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682664,,,,,,,,PPD,0,,,29MAY2022:07:21:49.520
KUL,LBU,156347884,,,,,,,,,,,,,,,,,,,,,,,,,,,155682665,,,,,,,,PPD,0,,,29MAY2022:07:21:49.550
LBU,KUL,156347885,,M,,,,,,,,,4,,LBU-027,,,,,,,,,,,,,,155682666,,,,,,,,PPD,0,,,29MAY2022:07:21:49.567
LBU,KUL,156347886,,M,,,,,,,,,4,,LBU-068,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682667,,,,,,,,PPD,0,,,29MAY2022:07:21:49.600
LBU,KUL,156347887,,M,,,,,,,,,4,,LBU-153,,,,,,,,,,,,,,155682668,,,,,,,,PPD,0,,,29MAY2022:07:21:49.647
LBU,KUL,156347888,,M,,,,,,,,,4,,LBU-157,,,,,,,,,,,,,,155682669,,,,,,,,PPD,0,,,29MAY2022:07:21:49.677
KUL,LBU,156347889,M,,,,,,,,,,4,,KUL-081,,,,,,,,,,,,,,155682670,,,,,,,,PPD,0,,,29MAY2022:07:21:49.710
LBU,KUL,156347890,,M,,,,,,,,,4,,LBU-137,,,,,,,,,,,,,,155682671,,,,,,,,PPD,0,,,29MAY2022:07:21:49.740
LBU,KUL,156347891,,M,,,,,,,,,4,,LBU-069,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682672,,,,,,,,PPD,0,,,29MAY2022:07:21:49.753
HYD,KUL,156347892,,,,,,,,,,,4,,HYD-012,,,,,,,,,,,,,,155682673,,,,,,,,PPD,0,,,29MAY2022:07:21:49.787
KUL,LBU,156347893,M,,,,,,,,,,4,,KUL-004,,,,,,,,,,,,,,155682674,,,,,,,,PPD,0,,,29MAY2022:07:21:49.833
LBU,KUL,156347894,,M,,,,,,,,,4,,LBU-007,,3,,M,1,,,,,,,MH2635/27 MAY AOG LBU,,155682675,,,,,,,,PPD,0,,,29MAY2022:07:21:49.863
KUL,HYD,156347895,M,,,,,,,,,,4,,KUL-023,,3,,M,1,,,,,,,MH2635/27 MAY AOG LBU,,155682676,,,,,,,,PPD,0,,,29MAY2022:07:21:49.880
LBU,KUL,156347896,,M,,,,,,,,,4,,LBU-156,,,,,,,,,,,,,,155682677,,,,,,,,PPD,0,,,29MAY2022:07:21:49.910
KUL,HYD,156347897,M,,,,,,,,,,,,,,,,,,,,,,,,,,155682678,,,,,,,,PPD,0,,,29MAY2022:07:21:49.927
KUL,LBU,156347898,M,,,,,,,,,,4,,KUL-071,,,,,,,,,,,,,,155682679,,,,,,,,PPD,0,,,29MAY2022:07:21:49.970
LBU,KUL,156347899,,M,,,,,,,,,4,,LBU-152,,,,,,,,,,,,,,155682680,,,,,,,,PPD,0,,,29MAY2022:07:21:49.987
LBU,KUL,156347900,,M,,,,,,,,,4,,LBU-071,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682681,,,,,,,,PPD,0,,,29MAY2022:07:21:50.017
LBU,KUL,156347901,,M,,,,,,,,,,,,,,,,,,,,,,,,,155682682,,,,,,,,PPD,0,,,29MAY2022:07:21:50.033
LBU,KUL,156347902,,M,,,,,,,,,4,,LBU-147,,,,,,,,,,,,,,155682683,,,,,,,,PPD,0,,,29MAY2022:07:21:50.063
LBU,KUL,156347903,,M,,,,,,,,,4,,LBU-101,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682684,,,,,,,,PPD,0,,,29MAY2022:07:21:50.097
KUL,LBU,156347904,M,,,,,,,,,,4,,KUL-032,,,,,,,,,,,,,,155682685,,,,,,,,PPD,0,,,29MAY2022:07:21:50.127
LBU,KUL,156347905,,M,,,,,,,,,4,,LBU-124,,,,,,,,,,,,,,155682686,,,,,,,,PPD,0,,,29MAY2022:07:21:50.157
LBU,KUL,156347906,,M,,,,,,,,,4,,LBU-093,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682687,,,,,,,,PPD,0,,,29MAY2022:07:21:50.203
KUL,LBU,156347907,M,,,,,,,,,,4,,KUL-031,,,,,,,,,,,,,,155682688,,,,,,,,PPD,0,,,29MAY2022:07:21:50.237
LBU,KUL,156347908,,M,,,,,,,,,4,,LBU-126,,,,,,,,,,,,,,155682689,,,,,,,,PPD,0,,,29MAY2022:07:21:50.267
LBU,KUL,156347909,,M,,,,,,,,,4,,LBU-094,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682690,,,,,,,,PPD,0,,,29MAY2022:07:21:50.283
KUL,LBU,156347910,M,,,,,,,,,,4,,KUL-029,,,,,,,,,,,,,,155682691,,,,,,,,PPD,0,,,29MAY2022:07:21:50.313
LBU,KUL,156347911,,M,,,,,,,,,4,,LBU-123,,,,,,,,,,,,,,155682692,,,,,,,,PPD,0,,,29MAY2022:07:21:50.347
LBU,KUL,156347912,,M,,,,,,,,,4,,LBU-095,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682693,,,,,,,,PPD,0,,,29MAY2022:07:21:50.377
KUL,LBU,156347913,M,,,,,,,,,,4,,KUL-034,,,,,,,,,,,,,,155682694,,,,,,,,PPD,0,,,29MAY2022:07:21:50.407
LBU,KUL,156347914,,M,,,,,,,,,4,,LBU-086,,,,,,,,,,,,,,155682695,,,,,,,,PPD,0,,,29MAY2022:07:21:50.440
LBU,KUL,156347915,,M,,,,,,,,,4,,LBU-102,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682696,,,,,,,,PPD,0,,,29MAY2022:07:21:50.453
LBU,KUL,156347916,,M,,,,,,,,,4,,LBU-079,,,,,,,,,,,,,,155682697,,,,,,,,PPD,0,,,29MAY2022:07:21:50.500
LBU,KUL,156347917,,M,,,,,,,,,4,,LBU-103,,3,,M,1,,,,,,,CUSTOMER DATA TRANSFER,,155682698,,,,,,,,PPD,0,,,29MAY2022:07:21:50.517
KUL,LBU,156347918,,,,,,,,,,,,,,,,,,,,,,,,,,,155682699,,,,,,,,PPD,0,,,29MAY2022:07:21:50.533
LBU,KUL,156347919,,M,,,,,,,,,4,,LBU-156,,,,,,,,,,,,,,155682700,,,,,,,,PPD,0,,,29MAY2022:07:21:50.563
LBU,KUL,156347920,,M,,,,,,,,,4,,LBU-159,,,,,,,,,,,,,,155682701,,,,,,,,PPD,0,,,29MAY2022:07:21:50.597
